"","x.1","x.2","y","train"
"92",-1.13256466971863,-0.476910931525162,1,1
"93",-0.532241755954373,-2.99257489786234,1,1
"94",-0.444936161716917,-0.146402168368299,1,1
"95",-0.895903117835296,0.480963631133911,NA,0
"96",-0.329786410777421,-0.739714385163772,1,1
"97",-1.7178917824005,0.408565505578653,1,1
"98",-1.50374473219753,-0.258380176060313,NA,0
"99",0.197290107045471,0.824324717988997,1,1
"100",1.34430413124868,0.62918863449712,1,1
"101",-0.821327519698318,-1.14536412434318,1,1
"102",-0.912288906582272,0.0957394546797527,1,1
"103",1.43675678848545,0.0261133468848308,NA,0
"104",0.17794701655799,1.32940385277598,1,1
"105",2.25218451152966,0.0337377633550052,1,1
"106",0.334385420804487,-1.42880581832637,1,1
"107",1.73774817123994,-0.351987202483335,1,1
"108",0.901925898991669,-0.247210289602587,1,1
"109",-0.0135937258983339,0.465480610371057,1,1
"110",0.493714115625064,1.59090492210853,NA,0
"111",0.46096892590051,0.58118741001895,1,1
"112",0.517929359094051,0.0732802190244177,1,1
"113",1.23691028121892,-0.55814806278617,1,1
"114",-1.32013359281757,-0.0234704671202273,1,1
"115",-0.524907866632177,-0.667192830984982,1,1
"116",0.198504569425885,1.1349374379365,1,1
"117",-0.954269627309612,1.47161442923397,1,1
"118",-0.154713236632135,0.101727146437469,NA,0
"119",0.0120671449974217,-0.879270693436006,1,1
"120",1.26981100467652,0.168478828021178,1,1
"121",-0.872293562708232,1.14978945575441,1,1
"122",0.503455296698198,-1.63611811298041,1,1
"123",0.0880259749484451,-0.689080571018759,1,1
"124",0.035292204953094,1.94912749935431,1,1
"125",1.85301214054429,0.321875057450219,1,1
"126",0.331960440729154,0.749339769660802,1,1
"127",-0.727912346916192,0.546919679261588,NA,0
"128",-0.332451290044407,-0.276492240751225,1,1
"129",-0.555459104632437,-0.44762261139321,1,1
"130",-0.479143798832648,0.387312982072097,1,1
"131",0.504712976349524,-0.236797718472749,1,1
"132",-2.18617473507132,-0.0108086100962673,1,1
"133",-0.557998674259301,-0.159775039303061,1,1
"134",-0.278642958708087,-0.368983635693517,1,1
"135",-0.8661856543389,0.175402248844902,1,1
"136",0.959818862718356,0.0407534847988406,1,1
"137",-1.27995929007721,-0.817590702162923,1,1
"138",1.49779086893356,0.397139494445049,1,1
"139",1.14238625118657,-2.39426385589115,1,1
"140",-0.21263955201074,1.50098417709661,NA,0
"141",-0.691629635334428,0.945819620577755,1,1
"142",-1.31015386337229,-0.431681088535027,1,1
"143",-0.0470756730826154,1.67251970169349,1,1
"144",-0.940490527906205,1.15253313951464,NA,0
"145",-0.297944165739981,-0.613844140628978,1,1
"146",-0.28713903289932,-1.73400892738453,1,1
"147",-0.60880051211052,1.16948053558834,1,1
"148",0.883267383252559,0.157988889975649,1,1
"149",0.0928484825730939,0.900296654617361,1,1
"150",1.00944815788095,0.0534404732754916,NA,0
"151",1.6428057841418,0.986076533044265,1,1
"152",2.39888859013737,-1.36866340572456,1,1
"153",-0.920482110107631,0.607906124585133,NA,0
"154",0.571450258886858,-0.654413432109549,1,1
"155",1.35876834658641,-0.386244106078234,1,1
"156",-0.243293815081181,0.526668955537482,1,1
"157",1.65113669560242,0.582319102365694,1,1
"158",-0.535986270065919,-1.16989374910016,NA,0
"159",-1.41060634685286,1.85520636962977,1,1
"160",-0.204231817970864,1.5304640023683,NA,0
"161",-0.135733519382311,2.18358828909229,NA,0
"162",-0.651083646083742,1.37748030119816,1,1
"163",-1.16419791137689,0.361880467565229,1,1
"164",1.26585054252665,-1.06056779056182,1,1
"165",-2.14482848938975,-0.732589380285901,1,1
"166",-0.252351706815243,0.211433379332658,1,1
"167",0.74511449611126,-0.137897182043946,1,1
"168",-0.758762738611636,-0.209174535438702,1,1
"169",0.925542903316594,-0.159638330247253,NA,0
"170",-0.456520013610168,0.373640228631142,1,1
"171",2.08726603288802,0.268924537195077,1,1
"172",-0.510666713156339,-0.939565760472253,NA,0
"173",-0.135226391213767,-0.252585463944873,1,1
"174",-0.327541780711161,1.5823574679185,1,1
"175",0.614178625656965,3.08588013573927,1,1
"176",-0.641140463363129,-1.55847797022674,1,1
"177",-1.3692855043775,-2.11950350903396,1,1
"178",0.0836164845186779,-0.18177954156973,1,1
"179",0.613298822979893,0.258928636614201,1,1
"180",-0.328236966775183,0.130655185971802,1,1
"181",0.274766338071812,-0.298569176632686,1,1
"182",-0.906201465999089,0.241173471607525,1,1
"183",-0.130126352882186,-0.705820216415213,1,1
"184",-0.284545225386134,0.560987148461345,1,1
"185",0.250559150692895,-0.576126335775737,1,1
"186",-0.178355028256924,-0.440829741350244,1,1
"187",0.401756385797963,-0.725597617743249,1,1
"188",-0.708918736746563,-1.22631284012394,1,1
"189",0.799412919790204,-1.13903733718432,1,1
"190",0.0604557126143257,-0.234802548199237,1,1
"191",-2.62090657050414,-2.88544046187204,1,1
"192",-0.0754259178345939,0.468031384070247,NA,0
"193",0.412934683340747,-0.782791206490664,1,1
"194",-2.68400916839127,2.07772687687913,NA,0
"195",-1.259857196701,-0.897049563675732,1,1
"196",0.678811078006799,2.26898043494476,1,1
"197",-0.516306374872802,-1.03095530520904,NA,0
"198",0.908512582142595,-0.403169083788926,1,1
"199",-0.221542369546152,0.792561093954978,1,1
"200",0.164814367509307,-0.740761677019772,NA,0
"201",1.04784903195179,-1.75406817908968,1,1
"202",1.23805030458137,-1.18082089357486,1,1
"203",0.110766328366592,-0.542633999513004,NA,0
"204",-0.415051099376127,-1.81827025236962,1,1
"205",-0.520337219646006,-1.15698630965232,1,1
"206",-0.356872695287591,-0.0403843706987447,1,1
"207",0.657849216574496,0.911895574426733,1,1
"208",-0.288201662035582,-0.131268991871999,1,1
"209",0.273662518213322,1.59414504556166,1,1
"210",-0.583173745129664,-1.13758605214783,1,1
"211",0.22180189947445,-1.65855680879237,1,1
"212",0.178013391505598,1.37205579837577,1,1
"213",0.153498285974977,-0.672279381120844,1,1
"214",0.499544711204179,0.507370011748877,1,1
"215",-1.56083730132247,1.37131158419648,1,1
"216",-1.11737601306451,0.461726794602084,1,1
"217",-0.435419580873187,2.66956993568761,NA,0
"218",-0.556760944127845,-0.916814576369895,1,1
"219",0.0650093895341161,0.94718905230471,1,1
"220",-0.771404838904542,1.18338063182938,NA,0
"221",0.809414029356566,-0.621084130371914,NA,0
"222",1.77045010245128,-1.84207994760842,1,1
"223",0.387617799298463,0.321573064251114,1,1
"224",-1.22600739928127,-0.465653452147606,1,1
"225",0.028359837864658,-1.30878671257429,1,1
"226",-2.01209351650454,-0.0913869171722708,1,1
"227",1.70779189597498,-1.14308314060497,1,1
"228",1.69996056114843,0.38142377350164,NA,0
"229",-1.26546233237833,-0.214570740510079,1,1
"230",-0.285110840239276,-1.22160037109158,1,1
"231",-1.09044460601608,-2.20832678586758,1,1
"232",-1.00380408630896,0.466033877477103,1,1
"233",-1.10545517527336,0.646580293335603,1,1
"234",1.10104423743647,-0.206683038298557,1,1
"235",-0.0374722658126658,-1.79508960676677,1,1
"236",-0.811655840865583,-0.997046262158106,1,1
"237",0.844782537471571,1.16700442764952,1,1
"238",1.12147698118752,0.163287403438008,NA,0
"239",0.261586769810215,0.697277111529321,1,1
"240",-1.53660742486111,-0.405993653655127,1,1
"241",-0.433121467336709,0.93583970458506,NA,0
"242",-0.445706547241348,-0.306890137948886,NA,0
"243",0.715169361292245,-0.926505643727897,1,1
"244",2.283812623205,-0.766376451156306,1,1
"245",-1.83126636010777,0.0300926109464992,1,1
"246",-3.20031004386912,-1.42169157406408,1,1
"247",0.331526724970492,2.28626938410791,NA,0
"248",-0.214907279565919,1.32011443991816,NA,0
"249",-1.85995611046699,0.969012543724363,1,1
"250",1.91936732875301,-0.660505832296268,1,1
"251",1.63799026400138,0.585535640815171,-1,1
"252",1.05042465437605,2.59642350351106,-1,1
"253",-0.489435183365065,-1.8353060915918,-1,1
"254",-2.53094434442429,1.00969515061367,NA,0
"255",3.81338134845623,0.225777516770123,-1,1
"256",0.48462580036185,0.83329922695167,-1,1
"257",0.809384328689995,1.40152362974077,-1,1
"258",0.291026147921054,1.9970621861389,NA,0
"259",1.82890227270019,0.956419144261056,-1,1
"260",0.544042848372479,0.26647730865597,-1,1
"261",1.16790073373178,0.90905727738051,-1,1
"262",0.604645241667335,1.69070642610739,-1,1
"263",-1.36433010838303,0.405815205386657,NA,0
"264",1.11929534130325,1.26161668124318,-1,1
"265",0.563133968266782,1.33033839832164,-1,1
"266",0.388317408483831,0.351625472874715,-1,1
"267",0.414466697104713,1.10860535942755,-1,1
"268",-0.549612182824929,0.0580243895323221,NA,0
"269",0.947479922390169,1.08318293179341,NA,0
"270",0.841570766559416,1.63028320076355,-1,1
"271",-0.363990041845139,2.39989491226626,-1,1
"272",0.503730348208751,0.491034519716726,-1,1
"273",1.07793097125308,0.890108374949158,-1,1
"274",0.129987901588603,0.402962905833216,-1,1
"275",1.29995832399951,1.71047840931233,NA,0
"276",-0.297603810499912,2.05799045269788,-1,1
"277",1.24960040040041,-0.151036452961352,-1,1
"278",-0.364455302216135,0.893649552473046,-1,1
"279",2.35825967900046,0.60821853572192,-1,1
"280",3.25705022816402,1.17310423825163,-1,1
"281",1.4918343656656,0.00866917992062322,-1,1
"282",1.55012159019652,0.0348295094693039,NA,0
"283",1.89368027979016,1.29857624329272,-1,1
"284",2.6107432125022,0.911404219116591,-1,1
"285",1.0221695285038,2.26556683587707,-1,1
"286",0.822790303553731,0.057278075186462,-1,1
"287",0.00974384591612987,2.91111116943402,NA,0
"288",-0.256645116295759,-0.552379791931326,NA,0
"289",1.39511549249207,1.90317135020986,NA,0
"290",0.732275456982032,0.591252514425071,-1,1
"291",0.241859895358901,1.98136038142909,-1,1
"292",0.903968055940794,2.50936108120202,-1,1
"293",1.29415210394716,0.978961392129842,-1,1
"294",2.23885331249181,0.269140534407935,-1,1
"295",0.29151447229508,0.0766184210058453,NA,0
"296",2.32332819291069,1.33453478174403,-1,1
"297",0.460303849090965,0.726435216633748,-1,1
"298",1.95604714097221,-0.857925175752814,-1,1
"299",-0.569884501030048,-0.776832599368534,NA,0
"300",0.0210111982940283,3.53667955181484,NA,0
"301",-0.544375596816768,1.63972840320831,-1,1
"302",0.668616940715402,-1.01995211176377,-1,1
"303",0.934547608034836,2.67395859333055,-1,1
"304",2.87250522195588,2.7364298594838,-1,1
"305",-0.562516946239229,1.05589435697582,NA,0
"306",1.50324963163912,0.791576761844456,-1,1
"307",-1.40830143448338,1.60051603796122,-1,1
"308",0.422102444752981,0.164361886533549,-1,1
"309",0.172513600430647,-0.255664590479717,-1,1
"310",1.1491822059881,1.70783542098841,-1,1
"311",0.0839655838171799,-0.110269147270854,NA,0
"312",2.15126039310474,-0.632103656835194,-1,1
"313",0.684267198265073,0.850981880416749,NA,0
"314",1.06908878606183,1.54122282981567,-1,1
"315",-0.310201195191365,2.61463075371667,-1,1
"316",2.62089549004739,2.10256001345994,-1,1
"317",1.02849972227696,0.910316010799406,-1,1
"318",0.608833480670391,2.78377926301464,-1,1
"319",2.70492340294582,2.07678730777281,NA,0
"320",-1.43513107563413,0.0102630266572019,-1,1
"321",-0.0437060001190419,1.77567061744455,-1,1
"322",-0.269948002696016,0.311383631016328,-1,1
"323",0.418566055190652,-0.486611977781632,-1,1
"324",0.82961220198167,2.26034662530633,-1,1
"325",1.96007694977789,-0.99509020135678,NA,0
"326",0.00834619460031727,1.90150378634586,NA,0
"327",0.234067379108129,0.196651580888791,-1,1
"328",1.30835413268557,2.24626861133526,-1,1
"329",1.85884688492196,1.59950596534383,NA,0
"330",0.518808156922657,1.88645957393163,-1,1
"331",0.82869316495573,-0.0680990432262796,-1,1
"332",-0.718839535544658,2.88596192366983,-1,1
"333",0.145995202475579,0.121857013264262,-1,1
"334",3.3964936929709,0.467298361419835,NA,0
"335",0.977059600301871,-1.28784431777786,-1,1
"336",1.76638001737967,0.219393541593709,-1,1
"337",2.18810724827212,1.3257859177558,-1,1
"338",1.53153198651318,0.0310080471618956,-1,1
"339",2.2203921860329,0.777585751261884,NA,0
"340",1.68941085151085,2.94848234286829,NA,0
"341",0.194952319993379,-1.19910885955339,-1,1
"342",1.62399382172481,1.19844660979527,NA,0
"343",0.0986049147257033,-1.86713369183915,-1,1
"344",1.51205473658966,2.64570830644639,-1,1
"345",0.539769043096201,1.78594322279923,NA,0
"346",0.947259315609421,-0.117316381887866,-1,1
"347",-0.174951830545921,2.56561363619758,-1,1
"348",-0.348291698740301,-0.401544905084866,NA,0
"349",1.24406129099709,1.02678967499985,-1,1
"350",0.15015962273325,0.37217178543903,-1,1
"351",0.708617950236324,1.7552443064385,-1,1
"352",2.18293697629641,-0.672759080030887,NA,0
"353",0.0442276620678272,1.17964457863219,NA,0
"354",1.64715019303453,0.382455732126379,-1,1
"355",0.585675947656272,1.9870836919053,-1,1
"356",-0.106762320853021,1.90460521914281,-1,1
"357",0.129769349377077,1.81391751473893,-1,1
"358",1.32489268856524,0.0700542720012188,-1,1
"359",2.26820965206631,2.62136813959089,-1,1
"360",1.20224890785777,0.798052409429735,-1,1
"361",0.679797667082319,1.37329951694839,-1,1
"362",2.75918947548811,1.3929522535112,-1,1
"363",-0.924386128092539,-0.0422675142106823,NA,0
"364",1.17660726009865,-0.158879840504368,-1,1
"365",0.794085799746442,1.54676447775738,NA,0
"366",0.201280632113315,1.42106275263963,-1,1
"367",1.95161565956994,0.59551556531272,-1,1
"368",1.58221850604109,2.28223820353347,-1,1
"369",2.11119335289644,0.0987945176761456,-1,1
"370",-0.322341755229298,0.411472832216567,-1,1
"371",2.84628724385231,1.25012317165903,NA,0
"372",0.645470756265074,0.795573799324483,-1,1
"373",0.294316521898251,-0.350551403600515,-1,1
"374",0.422987253057986,-0.154716518930979,-1,1
"375",-0.868987292899501,1.30671846335767,NA,0
"376",0.325637826718675,0.870379130934953,NA,0
"377",1.66042133829274,-0.0951390732784108,-1,1
"378",2.44038138811539,0.699574908697326,-1,1
"379",-0.0237509070030317,2.14437221622003,NA,0
"380",0.898865954724946,0.997265059045363,-1,1
"381",0.568035502826308,-0.405345402546024,NA,0
"382",1.97063856117801,0.990172022790634,-1,1
"383",3.55490015691853,1.9232281839825,-1,1
"384",0.215348075198335,1.41675824488261,-1,1
"385",1.52716438501455,1.4998605922905,-1,1
"386",2.08585934424592,2.50790323095196,-1,1
"387",1.65831329567312,2.15426902186979,-1,1
"388",0.844306898619126,0.767458238790535,-1,1
"389",0.494702926142504,2.1273544266076,-1,1
"390",1.50666508299994,2.15571253221087,-1,1
"391",1.72507747088274,0.561155281302475,-1,1
"392",0.245629602142122,1.8158124233085,-1,1
"393",1.86884817348248,0.535128139887433,-1,1
"394",0.618310483298316,-1.99067206201002,-1,1
"395",-0.925025591150471,1.68315425232407,-1,1
"396",2.26890288903382,1.23050118831556,-1,1
"397",0.989734058281613,0.217987134146586,-1,1
"398",0.692746844950619,1.69960251204853,-1,1
"399",1.27526684423367,0.192696941553798,-1,1
"400",2.22635831699696,2.19786211501251,-1,1
"401",0.915400516812572,-0.553690455378725,-1,1
"402",3.88306013924283,-0.0559095202788464,-1,1
"403",0.366211364712113,1.74977531272741,NA,0
"404",0.827376700662991,0.0767126279724065,-1,1
"405",0.823004346425733,0.169386349279432,-1,1
"406",0.931747278821505,1.81900416442123,-1,1
"407",0.189358412347134,0.290093791727042,-1,1
"408",2.29823412778051,1.69646211665224,-1,1
"409",0.195696299472124,1.17524583226246,NA,0
"410",2.49186618568806,3.11489850520306,-1,1
"411",2.69727278024319,1.86723527556698,-1,1
"412",2.21409953078346,1.71831898533417,NA,0
"413",2.48286042777798,1.66174403557087,-1,1
"414",1.51803653146085,1.80803791593509,-1,1
"415",0.271061160702641,-0.344460440342471,-1,1
"416",0.0574448495412213,2.72938288159096,NA,0
"417",2.12070449777103,2.38381252065555,-1,1
"418",1.67122458895677,2.60435291313459,-1,1
"419",1.79817868663903,1.04659635503582,NA,0
"420",1.80893217628924,1.66400577926373,-1,1
"421",-0.196563765609297,2.6436661302194,-1,1
"422",-0.780479344826122,0.160970123765692,-1,1
"423",0.093451295776496,0.600574068573265,-1,1
"424",-2.02264261723655,0.849161918513513,NA,0
"425",1.45805739431546,0.467184477361441,-1,1
"426",0.916433203721107,1.62236640448794,NA,0
"427",-0.257892976253939,0.985393105213543,NA,0
"428",0.346846030239772,1.80031308702832,-1,1
"429",2.05629661664958,0.687235312961165,-1,1
"430",1.20222130065962,1.32838681918161,-1,1
"431",0.339845601914542,-0.526129791040255,-1,1
"432",0.231503639305874,0.53766229404704,-1,1
"433",-0.828592975976123,0.850909907185262,-1,1
"434",1.04678465602505,1.43672206323668,-1,1
"435",2.00081842091382,0.501029489578257,NA,0
"436",1.77208364653186,0.311272577988375,-1,1
"437",1.32598350956597,0.148090649269331,-1,1
"438",1.14186448984229,0.958798142334789,-1,1
"439",0.995678762617769,1.81598994085443,-1,1
"440",-0.244260417934154,0.189022707822056,-1,1
"441",1.81802447974693,2.35100816130638,NA,0
"442",1.10212471400023,-0.677263721448374,-1,1
"443",0.757342133618034,0.196160269573188,-1,1
"444",-0.736818342520421,0.106925351719458,-1,1
"445",-0.0745433392948931,1.38322871557919,-1,1
"446",1.91989717616689,3.93571108412016,-1,1
"447",1.14656554078199,1.52563025110111,-1,1
"448",0.531576817964486,1.2979143639485,-1,1
"449",1.42944199438956,0.272767615020311,-1,1
"450",0.65271832300681,1.89995228545235,-1,1
"451",0.0630657648011921,-0.799605528704799,-1,1
"452",1.1395115293832,2.26709374683685,-1,1
"453",2.7162512018209,0.400911870308035,-1,1
"454",-0.799176326135774,2.11353633927627,-1,1
"455",1.68434212866596,1.21475836805981,-1,1
"456",1.76222294595637,0.86044666635575,-1,1
"457",0.633868445916947,1.53179478192444,-1,1
"458",-1.53906509423658,1.66717233440383,-1,1
"459",0.93206499828581,1.73061571175922,-1,1
"460",-0.104474922071957,1.31553843518593,-1,1
"461",2.25068213568344,-0.103737753884547,-1,1
"462",2.85334712677308,0.152523814155503,-1,1
"463",0.915981095822837,1.28116384287438,-1,1
"464",1.61909057711967,0.470919558165686,-1,1
"465",2.35883104235764,1.85050739012064,NA,0
"466",2.34248818705127,1.29691183323874,-1,1
"467",2.31601508516494,1.50036004287312,-1,1
"468",0.970742784359379,0.345053693639144,NA,0
"469",1.10781554172634,3.38106728907792,-1,1
"470",0.375918202704615,2.50004561706364,NA,0
"471",0.953708903471201,-0.613282994267547,-1,1
"472",-1.14334151835269,-0.165709539111722,-1,1
"473",1.64372584679146,2.36784675578344,-1,1
"474",2.0749986915793,0.349028157511154,-1,1
"475",-0.639904302798467,0.791283319520751,-1,1
"476",0.0729394235476715,-0.878943205187242,-1,1
"477",1.71983271184333,-0.361027275436163,-1,1
"478",0.53952787615856,1.51729332908224,-1,1
"479",0.886954405591314,1.07440770685415,-1,1
"480",0.807286981824701,1.64611942275004,-1,1
"481",0.354903321794002,-0.702353993711941,-1,1
"482",1.04870641816983,1.87086520198534,-1,1
"483",0.513686940183724,0.644515862650745,-1,1
"484",-0.663121090115086,0.921694281454985,-1,1
"485",0.627427173128116,0.300856497748714,-1,1
"486",1.0062630431007,2.86181083731589,-1,1
"487",-0.166484325044761,1.80232934287292,NA,0
"488",2.43936304828705,1.17289694057648,-1,1
"489",0.679282819312836,1.48147794288866,-1,1
"490",1.94082614397469,-0.751866976763514,NA,0
"491",1.42610276942441,-0.305543171326282,-1,1
"492",-1.26262967885243,1.66704106052712,-1,1
"493",0.359005981219686,-0.0793127384334766,NA,0
"494",-0.0222272227427296,1.59207180608869,-1,1
"495",0.347509721473606,0.456430897889806,-1,1
"496",1.24499975568652,2.21070938031016,-1,1
"497",0.910078163102409,0.813082112507452,-1,1
"498",1.81630094607683,0.763358346364988,NA,0
"499",1.89063848549712,0.597234884448418,-1,1
"500",1.15184364267734,1.07313275520335,-1,1
